Positio,,UPC,,,,Facings,,,Brand,,,,,Long Description,,,,,,Size,,,UOM,,,,Date,,,,,Width,,,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0072607810308,,,,1,,,WINDROSE,,,,,THREE KINGS CHARCOAL,,,,,,1.00,,,EA,,,,Jul 17 2016 1,,,,,6.60,,,,,,
18,0007697063250,,,,1,,,HERITAGE STORE,,,,,AURA SMUDGE,,,,,,4.00,,,FOZ,,,,Jul 17 2016 1,,,,,1.95,,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 6,   Length: 4' 0.00"",    Height: 1' 0.00"",   Depth: 1' 8.00"",   Product: 0' 0.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0072607810201,,,,1,,,WINDROSE,,,,,SAGE PERFUME SAGE SWEET GRASS MEDIUM,,,,,,1.00,,,EA,,,,,,,,,3.22,,,,,,
2,0072607810200,,,,1,,,TRILOKA,,,,,SMUDGE-SAGE PINE PERFUME-MEDIUM,,,,,,1.00,,,EA,,,,,,,,,3.20,,,,,,
3,0072607850025,,,,1,,,WINDROSE,,,,,TRILOKA WHITE SAGE SMUDGE 6IN,,,,,,1.00,,,EA,,,,Jul 17 2016 1,,,,,3.20,,,,,,
4,0072607810199,,,,1,,,WINDROSE,,,,,SAGE CEDAR SWEETGRASS MEDIUM SMUDGE,,,,,,1.00,,,EA,,,,Jul 17 2016 1,,,,,3.20,,,,,,
5,0072607810332,,,,1,,,TRILOKA,,,,,INCESNE-PALO SANTO,,,,,,1.00,,,EA,,,,,,,,,3.25,,,,,,
6,0072607850024,,,,1,,,WINDROSE,,,,,TRILOKA ASSORTED MINI SMUDGE 3 PACK,,,,,,1.00,,,EA,,,,Jul 17 2016 1,,,,,3.23,,,,,,
7,0072607850671,,,,1,,,WINDROSE,,,,,TRILOKA MOUNTAIN SAGE MINI SMUDGE 3,,,,,,1.00,,,EA,,,,Jul 17 2016 1,,,,,3.23,,,,,,
8,0072607840011,,,,1,,,WINDROSE,,,,,TRILOKA WHITE SAGE MINI SMUDGE 3 PAC,,,,,,1.00,,,EA,,,,Jul 17 2016 1,,,,,3.23,,,,,,
Positio,,,,UPC,,Facings,,,,Brand,,,,,Long Description,,,,,,Size,,,UOM,,,,,Date,,,,Width,,,,
