Positio,,UPC,,,Facings,,,Brand,,,,,Long Description,,,,,Size,,,UOM,,,,,Date,,,,,Width,,,,
11,0064667015560,,,1,,,SPROUTS,,,,,KAVA POWDER CAP,,,,,90.00,,,VCP,,,,,,,,,,2.25,,,,,
12,0064667062056,,,1,,,SPROUTS,,,,,KAVA GOLD W ALBIZZIA POWDER CAP,,,,,90.00,,,VCP,,,,,Jun  5 2016 1,,,,,2.25,,,,,
13,0075106339890,,,1,,,GAIA HERBS,,,,,KAVA KAVA LIQUID PHYTO CAPS,,,,,60.00,,,CAP,,,,,,,,,,2.25,,,,,
14,0064667062062,,,1,,,SPROUTS,,,,,LEMONBALM,,,,,1.00,,,FOZ,,,,,,,,,,1.35,,,,,
15,0070619500406,,,1,,,OREGON'S WILD HARVEST,,,,,LEMON BALM,,,,,90.00,,,VCP,,,,,,,,,,2.23,,,,,
16,0070619500090,,,1,,,OREGON'S WILD HARVEST,,,,,ASHWAGANDHA-ORGANIC,,,,,90.00,,,CAP,,,,,,,,,,2.23,,,,,
17,0064667062011,,,1,,,SPROUTS,,,,,ASHWAGANDHA,,,,,1.00,,,FOZ,,,,,,,,,,1.35,,,,,
18,0064667062116,,,1,,,SPROUTS,,,,,ASHWAGANDHA POWDER CAP,,,,,90.00,,,VCP,,,,,,,,,,2.25,,,,,
19,0075106399752,,,1,,,GAIA HERBS,,,,,ASHWAGANDHA ROOT,,,,,60.00,,,VCP,,,,,,,,,,2.25,,,,,
20,0085146900016,,,1,,,ORGANIC INDIA,,,,,ASHWAGANDHA,,,,,90.00,,,VCP,,,,,,,,,,2.30,,,,,
21,0060506940101,,,2,,,HIMALAYA,,,,,ASHWAGANDHA,,,,,60.00,,,CAP,,,,,,,,,,2.00,,,,,
22,0060506906043,,,1,,,HIMALAYA,,,,,ASHWAGANDHA,,,,,90.00,,,CAP,,,,,,,,,,2.35,,,,,
,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 5,   Length: 4' 0.00"",    Height: 0' 6.50"",   Depth: 1' 1.00"",   Product: 3' 11.86""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0079001132008,,,1,,JARROW FORMULAS,,,,,,THEANIN GUMMIES,,,,,60.00,,,CNT,,,,,,,,2.42,,,,,,,
2,0064667067337,,,1,,SPROUTS,,,,,,L-THEANINE 200 MG,,,,,60.00,,,VCP,,,,,,,,2.25,,,,,,,
3,0001579401412,,,1,,COUNTRY LIFE,,,,,,L-THEANINE WITH B6,,,,,60.00,,,CAP,,,,,,,,1.88,,,,,,,
4,0076394809556,,,1,,ENZYMATIC THERAPY,,,,,,L THEANINE,,,,,60.00,,,CAP,,,,,,,,2.20,,,,,,,
